id,song_name,level,level_index,score,rating,over_power,clear,full_combo,full_chain,rank,upload_time,play_time
106,宛城、炎上！！,15,3,988850,15.554,77.77,failed,,,s,2024-06-14 07:49:46,
1041,DX超性能フルメタル少女,14,3,995221,15.10884,75.5442,failed,,,sp,2024-06-14 07:49:46,
248,Schrecklicher Aufstand,15,3,366747,0,0,failed,,,d,2024-06-14 07:49:46,
2208,Reverberate,15,3,996803,16.07212,80.3606,failed,,,sp,2024-06-14 07:49:44,2024-06-14 04:29:00
881,Trrricksters!!,15,3,981461,15.55844,77.7922,failed,,,s,2024-06-14 07:49:44,2024-06-10 12:44:00
837,Walzer für das Nichts,14+,3,988003,15.12012,75.6006,failed,,,s,2024-06-14 07:49:44,2024-06-03 06:35:00
981,小悪魔の遊園地,15,3,991769,15.77076,78.8538,failed,,,sp,2024-06-14 07:49:44,2024-06-03 06:25:00
281,ラクガキスト,14,3,997237,15.28948,76.4474,failed,,,sp,2024-06-14 07:49:44,2024-06-03 06:07:00
2076,FIRE BIRD,13+,3,1004766,14.9766,0,failed,,,ss,2024-06-14 07:49:44,2024-06-03 05:56:00
730,Ai Nov,14+,3,999439,15.77756,78.8878,failed,,,sp,2024-06-14 07:49:44,2024-06-03 03:48:00
466,Iudicium,15,3,994798,15.79192,78.9596,failed,,,sp,2024-06-14 07:49:44,2024-05-27 10:33:00
2076,FIRE BIRD,13+,3,969482,13.16892,0,failed,,,aaa,2024-06-14 07:49:44,2024-05-17 07:35:00
386,神威,15,3,989035,15.6614,78.307,failed,,,s,2024-06-14 07:49:44,2024-05-02 06:52:00
2171,Titania,15,3,998666,15.94664,79.7332,failed,,,sp,2024-06-14 07:49:44,2024-04-30 13:16:00
701,StufeStern,14,3,998928,15.25712,76.2856,failed,,,sp,2024-06-14 07:49:44,2024-04-19 08:17:00
2168,J219,14+,3,1003873,15.8873,79.4365,clear,,,ss,2024-06-14 07:49:46,
559,otorii INNOVATED -[i]3-,15,3,992562,15.90248,79.5124,clear,,,sp,2024-06-14 07:49:46,
466,Iudicium,15,3,996030,15.8412,79.206,clear,,,sp,2024-06-14 07:49:46,
180,怒槌,15,3,998573,16.34292,81.7146,clear,,,sp,2024-06-14 07:49:46,
918,《破滅》 ～ Rhapsody for The End,15,3,991789,15.87156,79.3578,failed,,,sp,2024-06-14 07:49:46,
822,Excalibur ～Revived resolution～,14+,3,992804,15.51216,77.5608,failed,,,sp,2024-06-14 07:49:46,
2049,脳天直撃,15,3,989405,15.6762,78.381,clear,,,s,2024-06-14 07:49:46,
2218,Re：End of a Dream,15,3,990416,15.71664,78.5832,clear,,,sp,2024-06-14 07:49:46,
2119,parvorbital,15,3,980007,15.50028,77.5014,failed,,,s,2024-06-14 07:49:46,
2118,SQUAD-Phvntom-,14,3,991972,15.07888,75.3944,clear,,,sp,2024-06-14 07:49:46,
151,Alma,13+,3,1002663,15.0663,75.3315,clear,,,ss,2024-02-20 10:01:05,
679,Papyrus,13+,3,1002492,14.7492,73.746,clear,,,ss,2024-02-20 10:01:05,
137,Angel dust,15,3,997433,15.89732,79.4866,clear,,,sp,2024-02-20 10:01:05,
137,Angel dust,15,3,1005709,16.6418,83.209,clear,,,ssp,2025-09-28 13:44:50,
151,Alma,13+,3,1002663,15.0663,75.3315,clear,,,ss,2024-02-20 10:01:06,2024-02-20 06:23:00
151,Alma,13+,3,1002663,15.0663,75.3315,clear,,,ss,2024-02-24 10:30:24,2024-02-20 06:23:00
159,ジングルベル,14+,3,1000311,15.6311,78.1555,clear,,,ss,2024-02-24 10:30:24,2024-02-24 09:50:00
159,ジングルベル,14+,3,1000311,15.6311,78.1555,clear,,,ss,2024-03-01 05:35:37,2024-02-24 09:50:00
159,ジングルベル,14+,3,998493,15.53972,77.6986,failed,,,sp,2024-06-14 07:49:44,2024-04-30 13:48:00
141,閃鋼のブリューナク,14+,3,985184,15.00736,75.0368,clear,,,s,2024-02-20 10:01:05,
144,Aragami,14+,3,1004625,16.0625,80.3125,clear,,,ss,2024-02-20 10:01:05,
730,Ai Nov,14+,3,990378,15.41512,77.0756,failed,,,sp,2024-06-14 07:49:44,2024-06-03 03:44:00
144,Aragami,14+,3,1007199,16.5398,82.699,clear,,,ssp,2025-09-28 13:44:50,
281,ラクガキスト,14,3,987388,14.89552,74.4776,failed,,,s,2024-06-14 07:49:44,2024-06-03 06:03:00
159,ジングルベル,15,4,1002010,16.201,81.005,clear,,,ss,2025-09-28 13:44:50,
749,Fracture Ray,14+,3,1004186,16.1186,80.593,clear,,,ss,2024-06-14 07:49:46,
749,Fracture Ray,14+,3,993778,15.45112,77.2556,clear,,,sp,2024-02-20 10:01:05,
385,Evans,14,3,997149,15.28596,76.4298,clear,,,sp,2024-02-20 10:01:05,
173,Halcyon,15,4,1006111,16.8222,84.111,clear,,,ssp,2025-09-28 13:44:50,
180,怒槌,14,2,1004635,15.4635,77.3175,clear,,,ss,2024-02-20 10:01:05,
297,風仁雷仁,13,3,1007545,15.2045,76.0675,clear,,,sss,2024-02-20 10:01:05,
180,怒槌,15,3,996540,16.2616,81.308,clear,,,sp,2024-02-20 10:01:05,
180,怒槌,15,3,992203,16.08812,80.4406,failed,,,sp,2024-02-24 10:30:24,2024-02-24 10:18:00
180,怒槌,15,3,988356,15.93424,79.6712,failed,,,s,2024-02-20 10:01:06,2024-02-20 05:47:00
180,怒槌,15,3,988356,15.93424,79.6712,failed,,,s,2024-02-24 10:30:24,2024-02-20 05:47:00
180,怒槌,15,3,988356,15.93424,79.6712,failed,,,s,2024-03-01 05:35:37,2024-02-20 05:47:00
180,怒槌,15,3,998520,16.3408,81.704,clear,,,sp,2025-09-28 13:44:50,2025-09-28 11:55:00
180,怒槌,15,3,988950,15.958,79.79,clear,,,s,2024-02-20 10:01:06,2024-02-18 07:42:00
407,混沌を越えし我らが神聖なる調律主を讃えよ,15+,3,946296,13.77776,68.8888,failed,,,aa,2024-02-20 10:01:06,2024-02-18 08:17:00
187,患部で止まってすぐ溶ける～狂気の優曇華院,15,4,982161,15.38644,76.9322,failed,,,s,2024-02-20 10:01:05,
196,FREEDOM DiVE,15,3,993730,15.7492,78.746,clear,,,sp,2024-02-20 10:01:05,
196,FREEDOM DiVE,15,3,93289,0,0,failed,,,d,2024-02-24 10:30:24,2024-02-24 10:07:00
196,FREEDOM DiVE,15,3,93289,0,0,failed,,,d,2024-03-01 05:35:37,2024-02-24 10:07:00
196,FREEDOM DiVE,15,3,409059,0,0,failed,,,d,2024-06-14 07:49:44,2024-06-03 06:38:00
775,暗晦にハイライト,14+,3,1001056,15.6056,78.028,failed,,,ss,2024-06-14 07:49:44,2024-04-30 13:09:00
196,FREEDOM DiVE,15,3,1004599,16.4599,82.2995,clear,,,ss,2025-09-28 13:44:50,
219,玩具狂奏曲 -終焉-,15,3,986729,15.76916,78.8458,clear,,,s,2024-02-24 10:30:23,
465,macrocosmos,15,3,812800,5.8656,29.328,failed,,,bbb,2024-03-01 05:35:37,2024-02-24 08:55:00
465,macrocosmos,15,3,976820,15.4728,77.364,failed,,,s,2024-02-24 10:30:24,2024-02-24 08:59:00
465,macrocosmos,15,3,996683,16.26732,81.3366,clear,,,sp,2024-03-01 05:35:37,
465,macrocosmos,15,3,996683,16.26732,81.3366,clear,,,sp,2024-03-01 05:35:37,2024-03-01 05:05:00
551,Sparking Revolver,14+,3,492345,0,0,failed,,,d,2024-03-01 05:35:37,2024-02-24 09:26:00
201,Contrapasso -inferno-,15,3,1000778,16.2778,81.389,clear,,,ss,2025-09-28 13:44:50,
226,Garakuta Doll Play,15,3,1005050,16.51,82.55,clear,,,ssp,2025-09-28 13:44:50,
618,業 -善なる神とこの世の悪について-,15+,3,987508,16.10032,80.5016,failed,,,s,2024-03-01 05:35:37,2024-03-01 05:08:00
226,Garakuta Doll Play,15,3,855372,7.7686,38.843,failed,,,bbb,2024-06-14 07:49:44,2024-05-17 07:32:00
625,volcanic,14,3,1002296,15.6296,78.148,clear,,,ss,2024-02-20 10:01:05,
219,玩具狂奏曲 -終焉-,15,3,986729,15.76916,78.8458,clear,,,s,2024-02-24 10:30:24,2024-02-24 09:36:00
219,玩具狂奏曲 -終焉-,15,3,983057,15.62228,78.1114,failed,,,s,2024-02-24 10:30:24,2024-02-24 09:40:00
972,宿星審判,15,3,987472,15.89888,79.4944,clear,,,s,2024-02-20 10:01:06,2024-02-20 05:40:00
219,玩具狂奏曲 -終焉-,15,3,989730,15.8892,79.446,failed,,,s,2024-06-14 07:49:44,2024-05-04 06:28:00
232,Elemental Creation,11,2,1009764,13.45,70.896,clear,alljustice,,sssp,2024-02-20 10:01:05,
232,Elemental Creation,11,2,1009764,13.45,70.896,clear,alljustice,,sssp,2024-02-20 10:01:06,2024-02-18 08:21:00
232,Elemental Creation,14+,3,1001064,15.6064,78.032,clear,,,ss,2024-02-20 10:01:06,2024-02-18 07:31:00
229,紅華刑,14,3,1006577,16.2154,81.077,clear,,,ssp,2025-09-28 13:44:50,
232,Elemental Creation,15,4,1006515,16.903,84.515,clear,,,ssp,2025-09-28 13:44:50,
981,小悪魔の遊園地,15,3,996005,15.9402,79.701,clear,,,sp,2024-02-24 10:30:24,2024-02-20 06:06:00
982,The Metaverse -First story of the SeelischTact-,14,2,1005072,15.7144,78.572,clear,,,ssp,2024-02-20 10:01:06,2024-02-18 09:06:00
982,The Metaverse -First story of the SeelischTact-,14,2,1005072,15.7144,78.572,clear,,,ssp,2024-02-24 10:30:24,2024-02-18 09:06:00
232,Elemental Creation,15,4,994176,15.86704,79.3352,clear,,,sp,2024-02-20 10:01:05,
232,Elemental Creation,15,4,979048,15.26192,76.3096,failed,,,s,2024-02-20 10:01:06,2024-02-18 08:24:00
752,CO5M1C R4ILR0AD,14,3,1003816,15.4816,77.408,clear,,,ss,2024-02-20 10:01:05,
982,The Metaverse -First story of the SeelischTact-,15+,3,983288,16.03152,80.1576,failed,,,s,2024-06-14 07:49:44,2024-04-19 08:24:00
982,The Metaverse -First story of the SeelischTact-,15+,3,982234,15.98936,79.9468,clear,,,s,2024-02-20 10:01:06,2024-02-18 07:46:00
982,The Metaverse -First story of the SeelischTact-,15+,3,985945,16.1378,80.689,clear,,,s,2024-06-14 07:49:46,
233,アルストロメリア,14+,4,1000683,15.6683,78.3415,clear,,,ss,2024-02-20 10:01:05,
233,アルストロメリア,14+,4,1008766,16.7266,85.399,clear,fullcombo,,sss,2025-09-28 13:44:50,
972,宿星審判,15,3,991547,16.06188,80.3094,clear,,,sp,2024-02-24 10:30:24,2024-02-20 05:44:00
234,Devastating Blaster,15,3,995959,15.83836,79.1918,clear,,,sp,2025-09-28 13:44:50,
1009,Alea jacta est!,14+,3,1007579,16.8079,84.1185,clear,,,sss,2025-09-28 13:44:50,
258,TiamaT:F minor,15,3,985959,15.73836,78.6918,failed,,,s,2024-06-14 07:49:44,2024-04-19 08:21:00
258,TiamaT:F minor,15,3,987288,15.79152,78.9576,failed,,,s,2024-06-14 07:49:46,
258,TiamaT:F minor,15,3,1001766,16.4766,82.383,clear,,,ss,2025-09-28 13:44:50,
982,The Metaverse -First story of the SeelischTact-,15+,3,976168,15.74672,78.7336,failed,,,s,2024-02-20 10:01:06,2024-02-18 07:08:00
51,My First Phone,14,3,998101,14.92404,74.6202,failed,,,sp,2024-06-14 07:49:44,2024-04-30 13:38:00
281,ラクガキスト,14,3,997846,15.31384,76.5692,clear,,,sp,2024-02-20 10:01:05,
317,Air,14+,3,1006664,16.3328,81.664,clear,,,ssp,2025-09-28 13:44:50,
317,Air,14+,3,1003949,15.8949,79.4745,clear,,,ss,2024-03-01 05:35:37,2024-03-01 05:27:00
893,Giselle,15,3,1008021,17.1521,86.7815,clear,fullcombo,,sss,2025-09-28 13:44:50,
2218,Re：End of a Dream,15,3,1007523,17.1023,85.5345,clear,,,sss,2025-09-28 13:44:50,
2432,Aiolos,15,3,1007546,17.0046,86.069,clear,fullcombo,,sss,2025-09-28 13:44:50,
2538,Longinus,14+,3,1007895,16.9395,86.0925,clear,fullcombo,,sss,2025-09-28 13:44:50,
1010,Viyella's Tears,15,3,1006688,16.9376,84.688,clear,,,ssp,2025-09-28 13:44:50,
2351,Sheriruth,14+,3,1007834,16.9334,85.001,clear,,,sss,2025-09-28 13:44:50,
2239,ホーリーサンバランド,15,3,1007140,16.928,85.64,clear,fullcombo,,ssp,2025-09-28 13:44:50,
2320,エータ・ベータ・イータ,14+,3,1008260,16.876,85.14,clear,,,sss,2025-09-28 13:44:50,
2038,SINister Evolution,14+,3,1007194,16.8388,84.194,clear,,,ssp,2025-09-28 13:44:50,
2050,封焔の135秒,15,3,1006604,16.8208,84.104,clear,,,ssp,2025-09-28 13:44:50,
1085,BATTLE NO.1,14+,3,1007062,16.8124,84.062,clear,,,ssp,2025-09-28 13:44:50,
730,Ai Nov,14+,3,1007533,16.8033,84.0495,clear,,,sss,2025-09-28 13:44:50,
669,ouroboros -twin stroke of the end-,14+,3,1007472,16.7944,83.972,clear,,,ssp,2025-09-28 13:44:50,
1058,the EmpErroR,14+,3,1006865,16.773,83.865,clear,,,ssp,2025-09-28 13:44:50,
978,Ascension to Heaven,15,3,1006342,16.7684,83.842,clear,,,ssp,2025-09-28 13:44:50,
2182,初音天地開闢神話,14+,3,1007282,16.7564,83.782,clear,,,ssp,2025-09-28 13:44:50,
776,8-EM,14+,3,1007213,16.7426,83.713,clear,,,ssp,2025-09-28 13:44:50,
823,Opfer,15,3,1006201,16.7402,83.701,clear,,,ssp,2025-09-28 13:44:50,
2206,HERA,15,3,1006145,16.729,83.645,clear,,,ssp,2025-09-28 13:44:50,
2600,其のエメラルドを見よ,15,3,1005583,16.7166,84.583,clear,fullcombo,,ssp,2025-09-28 13:44:50,2025-09-28 11:18:00
2208,Reverberate,15,3,1004997,16.6997,84.4985,clear,fullcombo,,ss,2025-09-28 13:44:50,
409,Finite,15,3,1004989,16.6989,83.4945,clear,,,ss,2025-09-28 13:44:50,
538,AMAZING MIGHTYYYY!!!!,14+,3,1006910,16.682,83.41,clear,,,ssp,2025-09-28 13:44:50,
981,小悪魔の遊園地,15,3,1005404,16.6808,83.404,clear,,,ssp,2025-09-28 13:44:50,
2210,Scythe of Death,15,3,1004713,16.6713,83.3565,clear,,,ss,2025-09-28 13:44:50,
1035,赤壁、大炎上！！,15,3,1005354,16.6708,83.354,clear,,,ssp,2025-09-28 13:44:50,
465,macrocosmos,15,3,1002661,16.6661,83.3305,clear,,,ss,2025-09-28 13:44:50,
2339,Daphnis,15+,3,1000648,16.6648,83.324,clear,,,ss,2025-09-28 13:44:50,
822,Excalibur ～Revived resolution～,14+,3,1006778,16.6556,83.278,clear,,,ssp,2025-09-28 13:44:50,
2295,Viyella's Scream,15,3,1005211,16.6422,83.211,clear,,,ssp,2025-09-28 13:44:50,
2353,幻想即興曲,15,3,1005108,16.6216,83.108,clear,,,ssp,2025-09-28 13:44:50,
2184,ENDYMION,14+,2,1008495,16.5995,83.9925,clear,,,sss,2025-09-28 13:44:50,
2593,Rrhar'il,15,3,1004764,16.5764,82.882,clear,,,ss,2025-09-28 13:44:50,2025-09-28 11:37:00
2044,ミュージック・リボルバー,14+,3,1007338,16.5676,82.838,clear,,,ssp,2025-09-28 13:44:50,
2122,Akasagarbha -reincarnate-,14+,3,1007986,16.5486,83.229,clear,,,sss,2025-09-28 13:44:50,
2279,グラウンドスライダー協奏曲第一番「風唄」,15+,3,998686,16.54744,82.7372,clear,,,sp,2025-09-28 13:44:50,
835,Trackless wilderness,14+,3,1005683,16.5366,82.683,clear,,,ssp,2025-09-28 13:44:50,
2278,CELERITAS,14+,3,1007858,16.5358,83.037,clear,,,sss,2025-09-28 13:44:50,
2338,Disruptor Array,15,3,1002271,16.5271,82.6355,clear,,,ss,2025-09-28 13:44:50,
982,The Metaverse -First story of the SeelischTact-,15+,3,995594,16.52376,82.6188,clear,,,sp,2025-09-28 13:44:50,
999,AttraqtiA,14+,3,1005576,16.5152,82.576,clear,,,ssp,2025-09-28 13:44:50,
2399,雷切-RAIKIRI-,14+,3,1005528,16.5056,82.528,clear,,,ssp,2025-09-28 13:44:50,
697,folern,14+,3,1006470,16.494,82.47,clear,,,ssp,2025-09-28 13:44:50,
807,BlythE,15,4,1003939,16.4939,82.4695,clear,,,ss,2025-09-28 13:44:50,
2581,Dèfandour,14+,3,1007468,16.4936,82.468,clear,,,ssp,2025-09-28 13:44:50,
187,患部で止まってすぐ溶ける～狂気の優曇華院,15,4,1003930,16.493,82.465,clear,,,ss,2025-09-28 13:44:50,
1044,BUCHiGiRE Berserker,14+,3,1005930,16.486,82.93,clear,fullcombo,,ssp,2025-09-28 13:44:50,
2049,脳天直撃,15,3,1003757,16.4757,82.3785,clear,,,ss,2025-09-28 13:44:50,
141,閃鋼のブリューナク,14+,3,1006861,16.4722,82.361,clear,,,ssp,2025-09-28 13:44:50,
317,Air,15,4,1002707,16.4707,82.3535,clear,,,ss,2025-09-28 13:44:50,
2089,Love & Justice,15,3,1003691,16.4691,82.3455,clear,,,ss,2025-09-28 13:44:50,
441,Kattobi KEIKYU Rider,14+,3,1005316,16.4632,82.316,clear,,,ssp,2025-09-28 13:44:50,
2135,IMPACT,14+,3,1007259,16.4518,82.259,clear,,,ssp,2025-09-28 13:44:50,
2241,DA'AT -The First Seeker of Souls-,14,2,1009171,16.45,84.0065,clear,,,sssp,2025-09-28 13:44:50,
219,玩具狂奏曲 -終焉-,15,3,1001445,16.4445,82.2225,clear,,,ss,2025-09-28 13:44:50,
2442,βlαnoir,15,3,1000351,16.4351,82.1755,clear,,,ss,2025-09-28 13:44:50,
806,水晶世界 ～Fracture～,14+,3,1005173,16.4346,82.673,clear,fullcombo,,ssp,2025-09-28 13:44:50,
2126,Tuk Tuk Boshi,14+,3,1005645,16.429,82.145,clear,,,ssp,2025-09-28 13:44:50,
2339,Daphnis,14,2,1007615,16.4115,82.1725,clear,,,sss,2025-09-28 13:44:50,
2296,Desperado Waltz,14+,3,1006543,16.4086,82.043,clear,,,ssp,2025-09-28 13:44:50,
787,GIGA DRIVE,15,3,1003060,16.406,82.03,clear,,,ss,2025-09-28 13:44:50,
618,業 -善なる神とこの世の悪について-,15+,3,995074,16.40296,82.0148,clear,,,sp,2025-09-28 13:44:50,
2084,Yakumo >>JOINT STRUGGLE (2019 Update),14+,3,1004971,16.3971,81.9855,clear,,,ss,2025-09-28 13:44:50,
559,otorii INNOVATED -[i]3-,15,3,1001959,16.3959,81.9795,clear,,,ss,2025-09-28 13:44:50,
1106,アポカリプスに反逆の焔を焚べろ,15,3,1002779,16.3779,81.8895,clear,,,ss,2025-09-28 13:44:50,
712,Climax,15,3,1003687,16.3687,81.8435,clear,,,ss,2025-09-28 13:44:50,
61,GOLDEN RULE,14+,3,1005838,16.3676,82.338,clear,fullcombo,,ssp,2025-09-28 13:44:50,
972,宿星審判,15,3,999000,16.36,81.8,clear,,,sp,2025-09-28 13:44:50,
1059,"Good bye, Merry-Go-Round.",14+,3,1006286,16.3572,81.786,clear,,,ssp,2025-09-28 13:44:50,
428,Aleph-0,14+,3,1004569,16.3569,82.2845,clear,fullcombo,,ss,2025-09-28 13:44:50,
1017,ANU,15,3,1000489,16.3489,81.7445,clear,,,ss,2025-09-28 13:44:50,
2229,QZKago Requiem,15,3,1003484,16.3484,81.742,clear,,,ss,2025-09-28 13:44:50,
2161,POTENTIAL,15,3,1000470,16.347,81.735,clear,,,ss,2025-09-28 13:44:50,
2140,ピアノ協奏曲第１番”蠍火”,15+,3,995826,16.33304,81.6652,clear,,,sp,2025-09-28 13:44:50,
2240,MALKUTH -The Last Ruler of Terrestrials-,15+,3,993172,16.32688,81.6344,clear,,,sp,2025-09-28 13:44:50,
469,Xevel,15,3,1002255,16.3255,81.6275,clear,,,ss,2025-09-28 13:44:50,
428,Aleph-0,15,4,998110,16.3244,81.622,clear,,,sp,2025-09-28 13:44:50,
2554,MarbleBlue.,15,3,1001232,16.3232,81.616,clear,,,ss,2025-09-28 13:44:50,
2555,Sage,14+,3,1005593,16.3186,81.593,clear,,,ssp,2025-09-28 13:44:50,
76,luna blu,14+,3,1006548,16.3096,81.548,clear,,,ssp,2025-09-28 13:44:50,
918,《破滅》 ～ Rhapsody for The End,15,3,1001095,16.3095,81.5475,clear,,,ss,2025-09-28 13:44:50,
2340,To：Be Continued,14,2,1007577,16.3077,81.6155,clear,,,sss,2025-09-28 13:44:50,
328,★LittlE HearTs★,15,3,1001069,16.3069,81.5345,clear,,,ss,2025-09-28 13:44:50,
1016,Parad'ox,14+,3,1005530,16.306,82.03,clear,fullcombo,,ssp,2025-09-28 13:44:50,
2354,月の光,14+,3,1005510,16.302,81.51,clear,,,ssp,2025-09-28 13:44:50,
938,Therapeutic Hoedown,14,3,1006990,16.298,81.49,clear,,,ssp,2025-09-28 13:44:50,
385,Evans,14,3,1006952,16.2904,81.452,clear,,,ssp,2025-09-28 13:44:50,
548,Doppelganger,14+,3,1003831,16.2831,81.4155,clear,,,ss,2025-09-28 13:44:50,
677,PUPA,14+,3,1005815,16.263,81.315,clear,,,ssp,2025-09-28 13:44:50,
824,神威 (NAOKI × ZPP MIX),15,3,1002571,16.2571,81.2855,clear,,,ss,2025-09-28 13:44:50,
2119,parvorbital,15,3,998910,16.2564,81.282,clear,,,sp,2025-09-28 13:44:50,
2121,Strange Love,15,3,998753,16.25012,81.2506,clear,,,sp,2025-09-28 13:44:50,
2400,LAMIA,14,2,1009575,16.25,84.6125,clear,fullcombo,,sssp,2025-09-28 13:44:50,
617,Surveiller et punir,15,3,1001437,16.2437,81.2185,clear,,,ss,2025-09-28 13:44:50,
2556,Mutation,15,3,1001391,16.2391,81.1955,clear,,,ss,2025-09-28 13:44:50,
2440,Superbia,14+,3,1003321,16.2321,81.1605,clear,,,ss,2025-09-28 13:44:50,
2099,Don't Fight The Music,14+,3,1003280,16.228,81.14,clear,,,ss,2025-09-28 13:44:50,
2477,sølips,15,3,998189,16.22756,81.1378,clear,,,sp,2025-09-28 13:44:50,
464,World Vanquisher,15+,3,993093,16.22372,81.1186,clear,,,sp,2025-09-28 13:44:50,
2475,Chaotic Ørder,15+,3,990586,16.22344,81.1172,clear,,,sp,2025-09-28 13:44:50,
1078,Elemental Ethnic,14+,3,1003218,16.2218,81.109,clear,,,ss,2025-09-28 13:44:50,
788,Rebellion,15,3,995530,16.2212,81.106,clear,,,sp,2025-09-28 13:44:50,
751,Grievous Lady,14+,3,1004199,16.2199,81.0995,clear,,,ss,2025-09-28 13:44:50,
880,Megameteor,15,3,1002176,16.2176,81.088,clear,,,ss,2025-09-28 13:44:50,
2579,ラストピースに祝福と栄光を,15+,3,992759,16.21036,81.0518,clear,,,sp,2025-09-28 13:44:50,
471,極圏,14+,3,1005536,16.2072,81.036,clear,,,ssp,2025-09-28 13:44:50,
248,Schrecklicher Aufstand,15,3,1001038,16.2038,81.019,clear,,,ss,2025-09-28 13:44:50,
881,Trrricksters!!,15,3,997560,16.2024,81.012,clear,,,sp,2025-09-28 13:44:50,
2267,Random,14,3,1006510,16.202,81.01,clear,,,ssp,2025-09-28 13:44:50,
2336,盟月,14+,3,1003017,16.2017,81.0085,clear,,,ss,2025-09-28 13:44:50,
2034,A Site De La Rue,15,3,1000947,16.1947,80.9735,clear,,,ss,2025-09-28 13:44:50,
2407,Makear,15+,3,992101,16.18404,80.9202,clear,,,sp,2025-09-28 13:44:50,
927,MARENOL,15,3,1001837,16.1837,80.9185,clear,,,ss,2025-09-28 13:44:50,
994,Last Celebration,14+,3,1004771,16.1771,80.8855,clear,,,ss,2025-09-28 13:44:50,
700,夕焼けのRed Parade,14+,3,1002653,16.1653,80.8265,clear,,,ss,2025-09-28 13:44:50,
887,SON OF SUN,14,3,1006240,16.148,80.74,clear,,,ssp,2025-09-28 13:44:50,
2410,Invisible Frenzy,15,3,998398,16.13592,80.6796,clear,,,sp,2025-09-28 13:44:50,
2580,crazy (about you),14,3,1007858,16.1358,81.037,clear,,,sss,2025-09-28 13:44:50,
2537,GIGA BLAST,15,3,1000277,16.1277,80.6385,clear,,,ss,2025-09-28 13:44:50,
2199,A Man In The Mirror,15,3,1000194,16.1194,80.597,clear,,,ss,2025-09-28 13:44:50,
2398,neu,15,3,1001136,16.1136,80.568,clear,,,ss,2025-09-28 13:44:50,
631,初音ミクの激唱,14+,3,1003127,16.1127,80.5635,clear,,,ss,2025-09-28 13:44:50,
232,Elemental Creation,14+,3,1005561,16.1122,80.561,clear,,,ssp,2025-09-28 13:44:50,
2340,To：Be Continued,15+,3,990262,16.11048,80.5524,clear,,,sp,2025-09-28 13:44:50,
2053,雪男,15,3,997621,16.10484,80.5242,clear,,,sp,2025-09-28 13:44:50,
2531,Big Bang,15,3,999972,16.09888,80.4944,clear,,,sp,2025-09-28 13:44:50,
570,ねぇ、壊れタ人形ハ何処へ棄テらレるノ？,14+,3,1001951,16.0951,80.4755,clear,,,ss,2025-09-28 13:44:50,
2090,《自戒》 ～ Paganelope,14+,3,1004922,16.0922,80.461,clear,,,ss,2025-09-28 13:44:50,
1033,《本能》 ～ ReCoda,14+,3,1004906,16.0906,80.453,clear,,,ss,2025-09-28 13:44:50,
1066,Blazing:Storm,15,3,1000614,16.0614,80.307,clear,,,ss,2025-09-28 13:44:50,
385,Evans,14+,4,1003607,16.0607,80.3035,clear,,,ss,2025-09-28 13:44:50,
734,電光石火,15,3,1000411,16.0411,80.2055,clear,,,ss,2025-09-28 13:44:50,
2231,WE'RE BACK!!,14+,3,1004335,16.0335,80.1675,clear,,,ss,2025-09-28 13:44:50,
2582,Ultimate Force,15+,3,985570,16.0228,80.114,clear,,,s,2025-09-28 13:44:50,
2346,FLUFFY FLASH,14+,3,1003175,16.0175,80.0875,clear,,,ss,2025-09-28 13:44:50,
2439,夢と幻想の終点にて,14,3,1006985,15.997,79.985,clear,,,ssp,2025-09-28 13:44:50,
2117,Qliphothgear,14+,3,1004845,15.9845,79.9225,clear,,,ss,2025-09-28 13:44:50,
670,GERBERA,14+,3,1003843,15.9843,79.9215,clear,,,ss,2025-09-28 13:44:50,
2480,GEOMETRIC DANCE,14+,3,1002708,15.9708,79.854,clear,,,ss,2025-09-28 13:44:50,
887,SON OF SUN,15,4,996302,15.95208,79.7604,clear,,,sp,2025-09-28 13:44:50,
551,Sparking Revolver,14+,3,1002416,15.9416,79.708,clear,,,ss,2025-09-28 13:44:50,
2060,蜘蛛の糸,15,3,993519,15.94076,79.7038,clear,,,sp,2025-09-28 13:44:50,
2428,とあちゃんのおもちゃ箱,14+,3,999962,15.89848,79.4924,clear,,,sp,2025-09-28 13:44:50,
2457,《真紅》 ～ Pavane Pour La Flamme,14,3,1006475,15.895,79.475,clear,,,ssp,2025-09-28 13:44:50,
2441,空間創造理論,14+,3,1002807,15.8807,79.4035,clear,,,ss,2025-09-28 13:44:50,
152,Gustav Battle,14+,4,999212,15.86848,79.3424,clear,,,sp,2025-09-28 13:44:50,
2185,竹,14+,3,999045,15.8618,79.309,clear,,,sp,2025-09-28 13:44:50,
971,Hainuwele,14+,3,997662,15.80648,79.0324,clear,,,sp,2025-09-28 13:44:50,
281,ラクガキスト,14,3,1003727,15.7727,78.8635,clear,,,ss,2025-09-28 13:44:50,
837,Walzer für das Nichts,14+,3,1001597,15.7597,78.7985,clear,,,ss,2025-09-28 13:44:50,
167,脳漿炸裂ガール,15,4,993918,15.75672,78.7836,clear,,,sp,2025-09-28 13:44:50,
777,Killing Rhythm,14,2,1003977,15.6977,78.4885,clear,,,ss,2025-09-28 13:44:50,
637,きゅうりバーにダイブ,14,3,1002448,15.6448,78.224,clear,,,ss,2025-09-28 13:44:50,
819,最終鬼畜妹フランドール・S,14+,4,1001151,15.6151,78.0755,clear,,,ss,2025-09-28 13:44:50,
